no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber_buku,soal_len,jawaban_len
363,bahan penyusun benda dan sifatnya,serat,bagaimana definisi serat pada bahan penyusun benda?,serat berupa untaian halus yang tidak dapat dipisahkan lagi.,benang dan tali tersusun dari serat.,serat menjadi bahan dasar untuk beberapa benda.,https: www.omahbse.com ktsp file sd-5 ipa 001,7,9
364,bahan penyusun benda dan sifatnya,serat,jelaskan apa itu serat pada bahan penyusun benda?,serat berupa untaian halus yang tidak dapat dipisahkan lagi.,benang dan tali tersusun dari serat.,serat menjadi bahan dasar untuk beberapa benda.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,9
365,bahan penyusun benda dan sifatnya,kayu,apa saja sifat umum kayu?,bahan ini keras cukup kuat serta mudah dibentuk.,meja dan kursi sering dibuat dari kayu.,kayu banyak digunakan untuk perabot rumah tangga.,https: www.omahbse.com ktsp file sd-5 ipa 001,5,8
366,bahan penyusun benda dan sifatnya,kayu,dapatkah kamu menyebutkan sifat umum kayu?,bahan ini keras cukup kuat serta mudah dibentuk.,meja dan kursi sering dibuat dari kayu.,kayu banyak digunakan untuk perabot rumah tangga.,https: www.omahbse.com ktsp file sd-5 ipa 001,6,8
367,bahan penyusun benda dan sifatnya,kayu,tuliskan sifat umum kayu?,bahan ini keras cukup kuat serta mudah dibentuk.,meja dan kursi sering dibuat dari kayu.,kayu banyak digunakan untuk perabot rumah tangga.,https: www.omahbse.com ktsp file sd-5 ipa 001,4,8
368,bahan penyusun benda dan sifatnya,plastik,apa saja kelebihan plastik sebagai bahan benda?,bahan ini ringan mudah dibentuk serta tidak mudah pecah.,botol minum sering dibuat dari plastik.,plastik dipakai pada banyak barang sehari-hari.,https: www.omahbse.com ktsp file sd-5 ipa 001,7,9
369,bahan penyusun benda dan sifatnya,plastik,dapatkah kamu menyebutkan kelebihan plastik sebagai bahan benda?,bahan ini ringan mudah dibentuk serta tidak mudah pecah.,botol minum sering dibuat dari plastik.,plastik dipakai pada banyak barang sehari-hari.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,9
370,bahan penyusun benda dan sifatnya,plastik,tuliskan kelebihan plastik sebagai bahan benda?,bahan ini ringan mudah dibentuk serta tidak mudah pecah.,botol minum sering dibuat dari plastik.,plastik dipakai pada banyak barang sehari-hari.,https: www.omahbse.com ktsp file sd-5 ipa 001,6,9
371,bahan penyusun benda dan sifatnya,kaca,bagaimana penjelasan tentang apa sifat kaca?,kaca bersifat keras bening namun mudah pecah.,jendela rumah menggunakan kaca agar cahaya masuk.,kaca cocok untuk benda yang perlu tembus pandang.,https: www.omahbse.com ktsp file sd-5 ipa 001,6,7
372,bahan penyusun benda dan sifatnya,kaca,apa yang dapat kamu jelaskan mengenai apa sifat kaca?,kaca bersifat keras bening namun mudah pecah.,jendela rumah menggunakan kaca agar cahaya masuk.,kaca cocok untuk benda yang perlu tembus pandang.,https: www.omahbse.com ktsp file sd-5 ipa 001,9,7
373,bahan penyusun benda dan sifatnya,kaca,mengapa apa sifat kaca penting?,kaca bersifat keras bening namun mudah pecah.,jendela rumah menggunakan kaca agar cahaya masuk.,kaca cocok untuk benda yang perlu tembus pandang.,https: www.omahbse.com ktsp file sd-5 ipa 001,5,7
374,bahan penyusun benda dan sifatnya,karet,bagaimana penjelasan tentang untuk benda apa karet sering digunakan?,bahan ini digunakan karena sifatnya lentur.,ban kendaraan terbuat dari karet.,karet dipakai karena lentur dan tidak mudah berubah bentuk.,https: www.omahbse.com ktsp file sd-5 ipa 001,9,6
375,bahan penyusun benda dan sifatnya,karet,apa yang dapat kamu jelaskan mengenai untuk benda apa karet sering digunakan?,bahan ini digunakan karena sifatnya lentur.,ban kendaraan terbuat dari karet.,karet dipakai karena lentur dan tidak mudah berubah bentuk.,https: www.omahbse.com ktsp file sd-5 ipa 001,12,6
376,bahan penyusun benda dan sifatnya,karet,mengapa untuk benda apa karet sering digunakan penting?,bahan ini digunakan karena sifatnya lentur.,ban kendaraan terbuat dari karet.,karet dipakai karena lentur dan tidak mudah berubah bentuk.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,6
377,bahan penyusun benda dan sifatnya,bambu dan batu,apa alasan bambu dan batu sering dipakai untuk benda tertentu?,keduanya kuat namun memiliki fungsi berbeda.,"bambu dapat dijadikan kerajinan, sedangkan batu untuk bangunan.",kekuatan bahan memengaruhi pemilihannya.,https: www.omahbse.com ktsp file sd-5 ipa 001,10,6
378,bahan penyusun benda dan sifatnya,bambu dan batu,apa sebab bambu dan batu sering dipakai untuk benda tertentu?,keduanya kuat namun memiliki fungsi berbeda.,"bambu dapat dijadikan kerajinan, sedangkan batu untuk bangunan.",kekuatan bahan memengaruhi pemilihannya.,https: www.omahbse.com ktsp file sd-5 ipa 001,10,6
379,bahan penyusun benda dan sifatnya,bambu dan batu,apa penyebab bambu dan batu sering dipakai untuk benda tertentu?,keduanya kuat namun memiliki fungsi berbeda.,"bambu dapat dijadikan kerajinan, sedangkan batu untuk bangunan.",kekuatan bahan memengaruhi pemilihannya.,https: www.omahbse.com ktsp file sd-5 ipa 001,10,6
380,bahan penyusun benda dan sifatnya,benang,bagaimana penjelasan tentang apa kegunaan benang dalam kehidupan sehari-hari?,benang digunakan untuk menjahit mengikat serta membuat kerajinan.,benang dipakai penjahit untuk menyambung kain.,benang adalah bahan yang tipis tetapi bermanfaat.,https: www.omahbse.com ktsp file sd-5 ipa 001,9,8
381,bahan penyusun benda dan sifatnya,benang,apa yang dapat kamu jelaskan mengenai apa kegunaan benang dalam kehidupan sehari-hari?,benang digunakan untuk menjahit mengikat serta membuat kerajinan.,benang dipakai penjahit untuk menyambung kain.,benang adalah bahan yang tipis tetapi bermanfaat.,https: www.omahbse.com ktsp file sd-5 ipa 001,12,8
382,bahan penyusun benda dan sifatnya,benang,mengapa apa kegunaan benang dalam kehidupan sehari-hari penting?,benang digunakan untuk menjahit mengikat serta membuat kerajinan.,benang dipakai penjahit untuk menyambung kain.,benang adalah bahan yang tipis tetapi bermanfaat.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,8
383,perubahan sifat benda,perubahan fisik,apa pengertian perubahan sifat benda?,perubahan ini membuat sifat benda berbeda dari sebelumnya.,kertas yang dilipat berubah bentuk tetapi tetap kertas.,benda dapat mengalami perubahan karena perlakuan tertentu.,https: www.omahbse.com ktsp file sd-5 ipa 001,5,8
384,perubahan sifat benda,perubahan fisik,bagaimana definisi perubahan sifat benda?,perubahan ini membuat sifat benda berbeda dari sebelumnya.,kertas yang dilipat berubah bentuk tetapi tetap kertas.,benda dapat mengalami perubahan karena perlakuan tertentu.,https: www.omahbse.com ktsp file sd-5 ipa 001,5,8
385,perubahan sifat benda,perubahan fisik,jelaskan apa itu perubahan sifat benda?,perubahan ini membuat sifat benda berbeda dari sebelumnya.,kertas yang dilipat berubah bentuk tetapi tetap kertas.,benda dapat mengalami perubahan karena perlakuan tertentu.,https: www.omahbse.com ktsp file sd-5 ipa 001,6,8
386,perubahan sifat benda,pemanasan,bagaimana penjelasan tentang apa contoh perubahan benda karena pemanasan?,contohnya es mencair menjadi air atau air menjadi uap.,es krim cepat meleleh ketika terkena panas.,pemanasan dapat mengubah wujud benda.,https: www.omahbse.com ktsp file sd-5 ipa 001,9,9
387,perubahan sifat benda,pemanasan,apa yang dapat kamu jelaskan mengenai apa contoh perubahan benda karena pemanasan?,contohnya es mencair menjadi air atau air menjadi uap.,es krim cepat meleleh ketika terkena panas.,pemanasan dapat mengubah wujud benda.,https: www.omahbse.com ktsp file sd-5 ipa 001,12,9
388,perubahan sifat benda,pemanasan,mengapa apa contoh perubahan benda karena pemanasan penting?,contohnya es mencair menjadi air atau air menjadi uap.,es krim cepat meleleh ketika terkena panas.,pemanasan dapat mengubah wujud benda.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,9
389,perubahan sifat benda,pendinginan,bagaimana penjelasan tentang apa contoh perubahan benda karena pendinginan?,air dapat membeku menjadi es.,air di freezer berubah menjadi es batu.,pendinginan menyebabkan partikel benda bergerak lebih lambat.,https: www.omahbse.com ktsp file sd-5 ipa 001,9,5
390,perubahan sifat benda,pendinginan,apa yang dapat kamu jelaskan mengenai apa contoh perubahan benda karena pendinginan?,air dapat membeku menjadi es.,air di freezer berubah menjadi es batu.,pendinginan menyebabkan partikel benda bergerak lebih lambat.,https: www.omahbse.com ktsp file sd-5 ipa 001,12,5
391,perubahan sifat benda,pendinginan,mengapa apa contoh perubahan benda karena pendinginan penting?,air dapat membeku menjadi es.,air di freezer berubah menjadi es batu.,pendinginan menyebabkan partikel benda bergerak lebih lambat.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,5
392,perubahan sifat benda,perkaratan,bagaimana penjelasan tentang apa yang terjadi pada besi jika terkena air dan udara terus-menerus?,besi akan berkarat ketika terkena air serta udara.,pagar besi yang tidak dicat mudah menjadi cokelat kemerahan.,perubahan kimia dapat merusak benda.,https: www.omahbse.com ktsp file sd-5 ipa 001,14,8
393,perubahan sifat benda,perkaratan,apa yang dapat kamu jelaskan mengenai apa yang terjadi pada besi jika terkena air dan udara terus-menerus?,besi akan berkarat ketika terkena air serta udara.,pagar besi yang tidak dicat mudah menjadi cokelat kemerahan.,perubahan kimia dapat merusak benda.,https: www.omahbse.com ktsp file sd-5 ipa 001,17,8
394,perubahan sifat benda,perkaratan,mengapa apa yang terjadi pada besi jika terkena air dan udara terus-menerus penting?,besi akan berkarat ketika terkena air serta udara.,pagar besi yang tidak dicat mudah menjadi cokelat kemerahan.,perubahan kimia dapat merusak benda.,https: www.omahbse.com ktsp file sd-5 ipa 001,13,8
395,perubahan sifat benda,pembusukan,apa alasan buah yang dibiarkan lama bisa membusuk?,buah akan membusuk karena pengaruh udara serta mikroorganisme.,pisang yang terlalu lama disimpan akan menjadi busuk.,pembusukan membuat benda tidak layak dipakai.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,8
396,perubahan sifat benda,pembusukan,apa sebab buah yang dibiarkan lama bisa membusuk?,buah akan membusuk karena pengaruh udara serta mikroorganisme.,pisang yang terlalu lama disimpan akan menjadi busuk.,pembusukan membuat benda tidak layak dipakai.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,8
397,perubahan sifat benda,pembusukan,apa penyebab buah yang dibiarkan lama bisa membusuk?,buah akan membusuk karena pengaruh udara serta mikroorganisme.,pisang yang terlalu lama disimpan akan menjadi busuk.,pembusukan membuat benda tidak layak dipakai.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,8
398,perubahan sifat benda,perubahan wujud dapat balik,bagaimana penjelasan tentang apa contoh perubahan wujud yang dapat balik?,contohnya proses mencair serta membeku.,air yang membeku menjadi es dapat mencair kembali.,perubahan dapat balik bisa dikembalikan ke bentuk semula.,https: www.omahbse.com ktsp file sd-5 ipa 001,10,5
399,perubahan sifat benda,perubahan wujud dapat balik,apa yang dapat kamu jelaskan mengenai apa contoh perubahan wujud yang dapat balik?,contohnya proses mencair serta membeku.,air yang membeku menjadi es dapat mencair kembali.,perubahan dapat balik bisa dikembalikan ke bentuk semula.,https: www.omahbse.com ktsp file sd-5 ipa 001,13,5
400,perubahan sifat benda,perubahan wujud dapat balik,mengapa apa contoh perubahan wujud yang dapat balik penting?,contohnya proses mencair serta membeku.,air yang membeku menjadi es dapat mencair kembali.,perubahan dapat balik bisa dikembalikan ke bentuk semula.,https: www.omahbse.com ktsp file sd-5 ipa 001,9,5
401,perubahan sifat benda,perubahan wujud tidak dapat balik,bagaimana penjelasan tentang apa contoh perubahan wujud yang tidak dapat balik?,contohnya membakar kertas atau memasak telur.,kertas yang dibakar menjadi abu dan tidak bisa kembali.,beberapa perubahan bersifat tetap.,https: www.omahbse.com ktsp file sd-5 ipa 001,11,6
402,perubahan sifat benda,perubahan wujud tidak dapat balik,apa yang dapat kamu jelaskan mengenai apa contoh perubahan wujud yang tidak dapat balik?,contohnya membakar kertas atau memasak telur.,kertas yang dibakar menjadi abu dan tidak bisa kembali.,beberapa perubahan bersifat tetap.,https: www.omahbse.com ktsp file sd-5 ipa 001,14,6
403,perubahan sifat benda,perubahan wujud tidak dapat balik,mengapa apa contoh perubahan wujud yang tidak dapat balik penting?,contohnya membakar kertas atau memasak telur.,kertas yang dibakar menjadi abu dan tidak bisa kembali.,beberapa perubahan bersifat tetap.,https: www.omahbse.com ktsp file sd-5 ipa 001,10,6
404,perubahan sifat benda,cara menjaga benda,dengan cara apa cara menjaga benda agar tidak cepat berubah sifat?,benda perlu disimpan serta dirawat sesuai bahannya.,besi dicat agar tidak cepat berkarat.,perawatan membantu benda tetap awet.,https: www.omahbse.com ktsp file sd-5 ipa 001,11,7
405,perubahan sifat benda,cara menjaga benda,apa proses cara menjaga benda agar tidak cepat berubah sifat?,benda perlu disimpan serta dirawat sesuai bahannya.,besi dicat agar tidak cepat berkarat.,perawatan membantu benda tetap awet.,https: www.omahbse.com ktsp file sd-5 ipa 001,10,7
406,perubahan sifat benda,cara menjaga benda,ceritakan proses cara menjaga benda agar tidak cepat berubah sifat?,benda perlu disimpan serta dirawat sesuai bahannya.,besi dicat agar tidak cepat berkarat.,perawatan membantu benda tetap awet.,https: www.omahbse.com ktsp file sd-5 ipa 001,10,7
407,pengaruh gaya terhadap bentuk dan gerak suatu benda,pengertian gaya,apa pengertian gaya?,gaya adalah tarikan atau dorongan.,membuka pintu berarti memberi gaya dorong atau tarik.,gaya dapat mengubah bentuk dan gerak benda.,https: www.omahbse.com ktsp file sd-5 ipa 001,3,5
408,pengaruh gaya terhadap bentuk dan gerak suatu benda,pengertian gaya,bagaimana definisi gaya?,gaya adalah tarikan atau dorongan.,membuka pintu berarti memberi gaya dorong atau tarik.,gaya dapat mengubah bentuk dan gerak benda.,https: www.omahbse.com ktsp file sd-5 ipa 001,3,5
409,pengaruh gaya terhadap bentuk dan gerak suatu benda,pengertian gaya,jelaskan apa itu gaya?,gaya adalah tarikan atau dorongan.,membuka pintu berarti memberi gaya dorong atau tarik.,gaya dapat mengubah bentuk dan gerak benda.,https: www.omahbse.com ktsp file sd-5 ipa 001,4,5
410,pengaruh gaya terhadap bentuk dan gerak suatu benda,gaya mengubah gerak,dengan cara apa gaya memengaruhi gerak benda?,gaya dapat membuat benda bergerak atau berubah kecepatan.,menendang bola membuat bola bergerak.,gerak benda berubah karena adanya gaya.,https: www.omahbse.com ktsp file sd-5 ipa 001,7,8
411,pengaruh gaya terhadap bentuk dan gerak suatu benda,gaya mengubah gerak,apa proses gaya memengaruhi gerak benda?,gaya dapat membuat benda bergerak atau berubah kecepatan.,menendang bola membuat bola bergerak.,gerak benda berubah karena adanya gaya.,https: www.omahbse.com ktsp file sd-5 ipa 001,6,8
412,pengaruh gaya terhadap bentuk dan gerak suatu benda,gaya mengubah gerak,ceritakan proses gaya memengaruhi gerak benda?,gaya dapat membuat benda bergerak atau berubah kecepatan.,menendang bola membuat bola bergerak.,gerak benda berubah karena adanya gaya.,https: www.omahbse.com ktsp file sd-5 ipa 001,6,8
413,pengaruh gaya terhadap bentuk dan gerak suatu benda,gaya gesek,apa pengertian gaya gesek?,gaya ini dapat menghambat gerakan benda.,ban sepeda bergesekan dengan jalan saat bergerak.,gesekan dapat memperlambat gerak benda.,https: www.omahbse.com ktsp file sd-5 ipa 001,4,6
414,pengaruh gaya terhadap bentuk dan gerak suatu benda,gaya gesek,bagaimana definisi gaya gesek?,gaya ini dapat menghambat gerakan benda.,ban sepeda bergesekan dengan jalan saat bergerak.,gesekan dapat memperlambat gerak benda.,https: www.omahbse.com ktsp file sd-5 ipa 001,4,6
415,pengaruh gaya terhadap bentuk dan gerak suatu benda,gaya gesek,jelaskan apa itu gaya gesek?,gaya ini dapat menghambat gerakan benda.,ban sepeda bergesekan dengan jalan saat bergerak.,gesekan dapat memperlambat gerak benda.,https: www.omahbse.com ktsp file sd-5 ipa 001,5,6
416,pengaruh gaya terhadap bentuk dan gerak suatu benda,gaya gravitasi,bagaimana penjelasan tentang apa pengaruh gaya gravitasi?,gaya ini menarik benda ke arah bawah.,buah jatuh dari pohon ke tanah.,gravitasi membuat benda tidak melayang.,https: www.omahbse.com ktsp file sd-5 ipa 001,7,7
417,pengaruh gaya terhadap bentuk dan gerak suatu benda,gaya gravitasi,apa yang dapat kamu jelaskan mengenai apa pengaruh gaya gravitasi?,gaya ini menarik benda ke arah bawah.,buah jatuh dari pohon ke tanah.,gravitasi membuat benda tidak melayang.,https: www.omahbse.com ktsp file sd-5 ipa 001,10,7
418,pengaruh gaya terhadap bentuk dan gerak suatu benda,gaya gravitasi,mengapa apa pengaruh gaya gravitasi penting?,gaya ini menarik benda ke arah bawah.,buah jatuh dari pohon ke tanah.,gravitasi membuat benda tidak melayang.,https: www.omahbse.com ktsp file sd-5 ipa 001,6,7
419,pengaruh gaya terhadap bentuk dan gerak suatu benda,gaya magnet,bagaimana penjelasan tentang apa contoh pengaruh gaya magnet?,benda seperti besi dapat tertarik oleh magnet.,paku dapat menempel pada magnet.,magnet bekerja pada benda-benda logam tertentu.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,7
